student_ID,course_ID,semester_ID
44,4,8
44,8,9
44,6,10
44,15,11
44,2,12
45,4,1
45,16,2
45,12,3
45,1,4
45,8,5
45,17,6
45,18,7
45,3,8
45,2,9
45,10,10
45,11,11
45,5,12
46,12,1
46,1,2
46,3,3
46,7,4
46,5,5
46,15,6
46,4,7
46,2,8
46,11,9
46,10,10
46,8,11
46,6,12
47,3,1
47,7,2
47,4,3
47,16,4
47,15,5
47,12,6
47,10,7
47,17,8
47,14,9
47,2,10
47,8,11
47,18,12
48,9,1
48,13,2
48,12,3
48,1,4
48,4,5
48,14,6
48,8,7
48,11,8
48,2,9
48,10,10
48,18,11
48,3,12
49,4,1
49,16,2
49,3,3
49,7,4
49,15,5
49,17,6
49,8,7
49,11,8
49,12,9
49,10,10
49,18,11
49,5,12
50,12,1
50,1,2
50,4,3
50,16,4
50,10,5
50,11,6
50,5,7
50,3,8
50,6,9
50,17,10
50,15,11
50,8,12
51,4,1
51,16,2
51,3,3
51,7,4
51,6,5
51,9,6
51,12,7
51,8,8
51,10,9
51,5,10
51,18,11
51,17,12
52,12,1
52,1,2
52,4,3
52,16,4
52,18,5
52,10,6
52,5,7
52,15,8
52,9,9
52,11,10
52,2,11
52,17,12
53,4,1
53,16,2
53,3,3
53,7,4
53,6,5
53,9,6
53,2,7
53,11,8
53,10,9
53,12,10
53,5,11
53,8,12
54,4,1
54,16,2
54,9,3
54,13,4
54,18,5
54,2,6
54,8,7
54,10,8
54,14,9
54,15,10
54,3,11
54,12,12
55,9,1
55,13,2
55,4,3
55,16,4
55,11,5
55,10,6
55,18,7
55,14,8
55,5,9
55,12,10
55,8,11
55,17,12
56,4,1
56,16,2
56,3,3
56,7,4
56,17,5
56,10,6
56,2,7
56,18,8
56,5,9
56,9,10
56,12,11
56,15,12
57,9,1
57,13,2
57,4,3
57,16,4
57,6,5
57,2,6
57,17,7
57,10,8
57,12,9
57,14,10
57,3,11
57,18,12
58,4,1
58,16,2
58,12,3
58,1,4
58,8,5
58,9,6
58,6,7
58,14,8
58,18,9
58,10,10
58,2,11
58,5,12
59,9,1
59,13,2
59,3,3
59,7,4
59,10,5
59,18,6
59,4,7
59,15,8
59,12,9
59,5,10
59,2,11
59,17,12
60,4,1
60,16,2
60,9,3
60,13,4
60,8,5
60,10,6
60,2,7
60,11,8
60,5,9
60,3,10
60,15,11
60,6,12
61,4,1
61,16,2
61,12,3
61,1,4
61,17,5
61,10,6
61,15,7
61,2,8
61,6,9
61,3,10
61,9,11
61,14,12
62,9,1
62,13,2
62,12,3
62,1,4
62,15,5
62,11,6
62,17,7
62,2,8
62,10,9
62,6,10
62,14,11
62,3,12
63,9,1
63,13,2
63,12,3
63,1,4
63,3,5
63,4,6
63,14,7
63,18,8
63,11,9
63,8,10
63,6,11
63,15,12
64,9,1
64,13,2
64,4,3
64,16,4
64,6,5
64,3,6
64,5,7
64,11,8
64,14,9
64,17,10
64,18,11
64,12,12
65,4,1
65,16,2
65,9,3
65,13,4
65,6,5
65,10,6
65,15,7
65,18,8
65,2,9
65,12,10
65,14,11
65,3,12
66,4,1
66,16,2
66,12,3
66,1,4
66,18,5
66,6,6
66,10,7
66,14,8
66,3,9
66,9,10
66,11,11
66,17,12
67,12,1
67,1,2
67,9,3
67,13,4
67,11,5
67,18,6
67,17,7
67,4,8
67,14,9
67,10,10
67,5,11
67,3,12
68,12,1
68,1,2
68,9,3
68,13,4
68,18,5
68,5,6
68,11,7
68,10,8
68,14,9
68,3,10
68,8,11
68,4,12
69,3,1
69,7,2
69,9,3
69,13,4
69,14,5
69,6,6
69,11,7
69,15,8
69,10,9
69,2,10
69,18,11
69,4,12
70,4,1
70,16,2
70,3,3
70,7,4
70,18,5
70,11,6
70,2,7
70,14,8
70,8,9
70,5,10
70,6,11
70,12,12
71,4,1
71,16,2
71,9,3
71,13,4
71,3,5
71,2,6
71,15,7
71,10,8
71,11,9
71,14,10
71,18,11
71,17,12
72,9,1
72,13,2
72,3,3
72,7,4
72,4,5
72,10,6
72,15,7
72,5,8
72,2,9
72,12,10
72,6,11
72,17,12
73,9,1
73,13,2
73,12,3
73,1,4
73,14,5
73,8,6
73,3,7
73,6,8
73,10,9
73,18,10
73,15,11
73,2,12
74,3,1
74,7,2
74,12,3
74,1,4
74,8,5
74,2,6
74,17,7
74,10,8
74,9,9
74,15,10
74,5,11
74,4,12
75,4,1
75,16,2
75,3,3
75,7,4
75,15,5
75,8,6
75,6,7
75,9,8
75,12,9
75,2,10
75,10,11
75,11,12
76,9,1
76,13,2
76,3,3
76,7,4
76,14,5
76,15,6
76,2,7
76,5,8
76,8,9
76,11,10
76,6,11
76,4,12
77,4,1
77,16,2
77,9,3
77,13,4
77,3,5
77,11,6
77,17,7
77,10,8
77,18,9
77,14,10
77,12,11
77,5,12
78,9,1
78,13,2
78,4,3
78,16,4
78,12,5
78,18,6
78,3,7
78,2,8
78,8,9
78,5,10
78,11,11
78,14,12
79,4,1
79,16,2
79,12,3
79,1,4
79,3,5
79,18,6
79,15,7
79,11,8
79,2,9
79,8,10
79,6,11
79,10,12
80,12,1
80,1,2
80,4,3
80,16,4
80,11,5
80,2,6
80,6,7
80,17,8
80,14,9
80,3,10
80,15,11
80,5,12
81,3,1
81,7,2
81,4,3
81,16,4
81,5,5
81,11,6
81,18,7
81,12,8
81,9,9
81,6,10
81,2,11
81,15,12
82,4,1
82,16,2
82,12,3
82,1,4
82,18,5
82,8,6
82,6,7
82,15,8
82,2,9
82,14,10
82,11,11
82,3,12
83,3,1
83,7,2
83,9,3
83,13,4
83,12,5
83,11,6
83,2,7
83,15,8
83,5,9
83,6,10
83,4,11
83,8,12
84,4,1
84,16,2
84,9,3
84,13,4
84,11,5
84,12,6
84,17,7
84,15,8
84,5,9
84,8,10
84,14,11
84,3,12
85,4,1
85,16,2
85,3,3
85,7,4
85,14,5
85,18,6
85,9,7
85,17,8
85,8,9
85,5,10
85,15,11
85,10,12
86,9,1
86,13,2
86,3,3
86,7,4
86,6,5
86,14,6
86,5,7
86,15,8
86,11,9
86,10,10
86,2,11
86,18,12
87,3,1
87,7,2
87,9,3
87,13,4
87,4,5
87,5,6
87,14,7
87,18,8
87,12,9
87,10,10
87,2,11
87,15,12
88,9,1
88,13,2
88,3,3
88,7,4
88,8,5
88,4,6
88,15,7
88,18,8
88,5,9
88,12,10
88,10,11
88,6,12
89,3,1
89,7,2
89,9,3
89,13,4
89,6,5
89,10,6
89,12,7
89,5,8
89,2,9
89,14,10
89,4,11
89,18,12
90,12,1
90,1,2
90,9,3
90,13,4
90,17,5
90,3,6
90,2,7
90,4,8
90,8,9
90,14,10
90,5,11
90,6,12
91,4,1
91,16,2
91,9,3
91,13,4
91,14,5
91,11,6
91,17,7
91,5,8
91,3,9
91,15,10
91,2,11
91,18,12
92,9,1
92,13,2
92,12,3
92,1,4
92,6,5
92,11,6
92,4,7
92,2,8
92,8,9
92,14,10
92,17,11
92,5,12
93,3,1
93,7,2
93,9,3
93,13,4
93,11,5
93,4,6
93,12,7
93,6,8
93,10,9
93,17,10
93,2,11
93,18,12
94,3,1
94,7,2
94,12,3
94,1,4
94,6,5
94,9,6
94,15,7
94,5,8
94,11,9
94,17,10
94,4,11
94,10,12
95,12,1
95,1,2
95,9,3
95,13,4
95,2,5
95,10,6
95,14,7
95,5,8
95,4,9
95,3,10
95,17,11
95,6,12
96,9,1
96,13,2
96,3,3
96,7,4
96,12,5
96,8,6
96,2,7
96,15,8
96,18,9
96,17,10
96,10,11
96,11,12
97,9,1
97,13,2
97,12,3
97,1,4
97,10,5
97,5,6
97,3,7
97,4,8
97,6,9
97,17,10
97,18,11
97,2,12
98,4,1
98,16,2
98,12,3
98,1,4
98,8,5
98,14,6
98,3,7
98,10,8
98,15,9
98,18,10
98,11,11
98,9,12
99,4,1
99,16,2
99,3,3
99,7,4
99,11,5
99,10,6
99,18,7
99,17,8
99,9,9
99,14,10
99,8,11
99,6,12
100,12,1
100,1,2
100,9,3
100,13,4
100,18,5
100,6,6
100,11,7
100,8,8
100,3,9
100,2,10
100,15,11
100,4,12
101,12,1
101,1,2
101,9,3
101,13,4
101,10,5
101,3,6
101,14,7
101,18,8
101,11,9
101,6,10
101,5,11
101,2,12
102,12,1
102,1,2
102,3,3
102,7,4
102,15,5
102,5,6
102,9,7
102,11,8
102,6,9
102,17,10
102,2,11
102,18,12
103,12,1
103,1,2
103,3,3
103,7,4
103,18,5
103,6,6
103,5,7
103,11,8
103,15,9
103,8,10
103,10,11
103,4,12
104,12,1
104,1,2
104,4,3
104,16,4
104,10,5
104,14,6
104,9,7
104,15,8
104,17,9
104,3,10
104,2,11
104,6,12
105,3,1
105,7,2
105,9,3
105,13,4
105,17,5
105,11,6
105,12,7
105,10,8
105,5,9
105,15,10
105,18,11
105,14,12
106,3,1
106,7,2
106,9,3
106,13,4
106,6,5
106,4,6
106,10,7
106,15,8
106,11,9
106,2,10
106,17,11
106,8,12
107,12,1
107,1,2
107,3,3
107,7,4
107,11,5
107,15,6
107,14,7
107,17,8
107,18,9
107,10,10
107,8,11
107,4,12
108,12,1
108,1,2
108,3,3
108,7,4
108,2,5
108,15,6
108,6,7
108,10,8
108,14,9
108,4,10
108,18,11
108,17,12
109,12,1
109,1,2
109,4,3
109,16,4
109,6,5
109,5,6
109,3,7
109,18,8
109,10,9
109,11,10
109,9,11
109,14,12
110,4,1
110,16,2
110,12,3
110,1,4
110,6,5
110,9,6
110,14,7
110,8,8
110,10,9
110,11,10
110,3,11
110,18,12
111,12,1
111,1,2
111,4,3
111,16,4
111,3,5
111,2,6
111,10,7
111,18,8
111,17,9
111,15,10
111,11,11
111,5,12
112,12,1
112,1,2
112,3,3
112,7,4
112,5,5
112,2,6
112,4,7
112,17,8
112,18,9
112,11,10
112,10,11
112,14,12
113,3,1
113,7,2
113,9,3
113,13,4
113,5,5
113,14,6
113,18,7
113,6,8
113,11,9
113,15,10
113,4,11
113,2,12
114,9,1
114,13,2
114,4,3
114,16,4
114,3,5
114,17,6
114,5,7
114,2,8
114,8,9
114,10,10
114,18,11
114,6,12
115,12,1
115,1,2
115,9,3
115,13,4
115,2,5
115,18,6
115,15,7
115,14,8
115,17,9
115,10,10
115,3,11
115,6,12
116,12,1
116,1,2
116,3,3
116,7,4
116,17,5
116,18,6
116,15,7
116,10,8
116,8,9
116,5,10
116,2,11
116,6,12
117,12,1
117,1,2
117,9,3
117,13,4
117,8,5
117,10,6
117,4,7
117,2,8
117,5,9
117,18,10
117,14,11
117,3,12
118,4,1
118,16,2
118,9,3
118,13,4
118,17,5
118,14,6
118,10,7
118,11,8
118,2,9
118,8,10
118,6,11
118,5,12
119,12,1
119,1,2
119,3,3
119,7,4
119,17,5
119,14,6
119,2,7
119,10,8
119,18,9
119,5,10
119,9,11
119,15,12
120,12,1
120,1,2
120,4,3
120,16,4
120,11,5
120,5,6
120,3,7
120,8,8
120,14,9
120,9,10
120,17,11
120,15,12
121,4,1
121,16,2
121,3,3
121,7,4
121,5,5
121,9,6
121,6,7
121,14,8
121,8,9
121,17,10
121,18,11
121,10,12
122,9,1
122,13,2
122,4,3
122,16,4
122,14,5
122,18,6
122,3,7
122,6,8
122,5,9
122,11,10
122,15,11
122,12,12
123,9,1
123,13,2
123,3,3
123,7,4
123,4,5
123,2,6
123,10,7
123,5,8
123,12,9
123,17,10
123,8,11
123,6,12
124,12,1
124,1,2
124,3,3
124,7,4
124,8,5
124,9,6
124,17,7
124,15,8
124,10,9
124,14,10
124,4,11
124,18,12
125,9,1
125,13,2
125,12,3
125,1,4
125,17,5
125,4,6
125,11,7
125,2,8
125,3,9
125,15,10
125,8,11
125,14,12
126,3,1
126,7,2
126,9,3
126,13,4
126,14,5
126,10,6
126,18,7
126,12,8
126,17,9
126,6,10
126,2,11
126,11,12
127,4,1
127,16,2
127,9,3
127,13,4
127,14,5
127,2,6
127,10,7
127,5,8
127,18,9
127,11,10
127,12,11
127,17,12
128,3,1
128,7,2
128,4,3
128,16,4
128,14,5
128,2,6
128,5,7
128,18,8
128,11,9
128,8,10
128,9,11
128,12,12
129,9,1
129,13,2
129,12,3
129,1,4
129,18,5
129,2,6
129,3,7
129,10,8
129,5,9
129,15,10
129,11,11
129,8,12
130,4,1
130,16,2
130,12,3
130,1,4
130,2,5
130,9,6
130,11,7
130,15,8
130,10,9
130,8,10
130,3,11
130,17,12
131,12,1
131,1,2
131,4,3
131,16,4
131,2,5
131,11,6
131,3,7
131,14,8
131,6,9
131,15,10
131,10,11
131,5,12
132,3,1
132,7,2
132,9,3
132,13,4
132,10,5
132,14,6
132,4,7
132,12,8
132,17,9
132,2,10
132,8,11
132,15,12
133,12,1
133,1,2
133,4,3
133,16,4
133,6,5
133,11,6
133,17,7
133,8,8
133,10,9
133,5,10
133,14,11
133,15,12
134,12,1
134,1,2
134,4,3
134,16,4
134,15,5
134,5,6
134,9,7
134,10,8
134,8,9
134,2,10
134,17,11
134,18,12
135,3,1
135,7,2
135,9,3
135,13,4
135,12,5
135,10,6
135,5,7
135,11,8
135,2,9
135,18,10
135,6,11
135,4,12
136,9,1
136,13,2
136,12,3
136,1,4
136,6,5
136,11,6
136,18,7
136,14,8
136,5,9
136,17,10
136,2,11
136,4,12
137,3,1
137,7,2
137,12,3
137,1,4
137,4,5
137,2,6
137,8,7
137,15,8
137,5,9
137,11,10
137,17,11
137,18,12
138,9,1
138,13,2
138,3,3
138,7,4
138,15,5
138,17,6
138,11,7
138,12,8
138,2,9
138,18,10
138,14,11
138,5,12
139,9,1
139,13,2
139,12,3
139,1,4
139,15,5
139,10,6
139,17,7
139,4,8
139,8,9
139,5,10
139,18,11
139,14,12
140,9,1
140,13,2
140,12,3
140,1,4
140,10,5
140,2,6
140,17,7
140,15,8
140,5,9
140,3,10
140,14,11
140,6,12
141,4,1
141,16,2
141,9,3
141,13,4
141,5,5
141,2,6
141,8,7
141,14,8
141,10,9
141,11,10
141,3,11
141,6,12
142,3,1
142,7,2
142,9,3
142,13,4
142,11,5
142,18,6
142,6,7
142,17,8
142,10,9
142,8,10
142,14,11
142,15,12
143,3,1
143,7,2
143,9,3
143,13,4
143,10,5
143,18,6
143,4,7
143,11,8
143,14,9
143,2,10
143,8,11
143,15,12
144,12,1
144,1,2
144,9,3
144,13,4
144,6,5
144,4,6
144,15,7
144,11,8
144,5,9
144,2,10
144,3,11
144,10,12
145,4,1
145,16,2
145,3,3
145,7,4
145,10,5
145,12,6
145,5,7
145,6,8
145,11,9
145,2,10
145,18,11
145,9,12
146,9,1
146,13,2
146,3,3
146,7,4
146,6,5
146,11,6
146,8,7
146,5,8
146,15,9
146,2,10
146,17,11
146,10,12
147,12,1
147,1,2
147,3,3
147,7,4
147,4,5
147,11,6
147,15,7
147,10,8
147,18,9
147,17,10
147,6,11
147,5,12
148,3,1
148,7,2
148,9,3
148,13,4
148,8,5
148,12,6
148,6,7
148,14,8
148,10,9
148,11,10
148,17,11
148,15,12
149,9,1
149,13,2
149,12,3
149,1,4
149,2,5
149,18,6
149,10,7
149,11,8
149,15,9
149,5,10
149,17,11
149,4,12
150,3,1
150,7,2
150,12,3
150,1,4
150,10,5
150,2,6
150,8,7
150,9,8
150,5,9
150,11,10
150,15,11
150,6,12
151,3,1
151,7,2
151,12,3
151,1,4
151,15,5
151,6,6
151,2,7
151,11,8
151,9,9
151,18,10
151,17,11
151,4,12
152,9,1
152,13,2
152,12,3
152,1,4
152,8,5
152,4,6
152,6,7
152,14,8
152,10,9
152,3,10
152,17,11
152,2,12
153,3,1
153,7,2
153,9,3
153,13,4
153,8,5
153,10,6
153,15,7
153,18,8
153,12,9
153,4,10
153,14,11
153,17,12
154,3,1
154,7,2
154,4,3
154,16,4
154,14,5
154,17,6
154,6,7
154,11,8
154,8,9
154,15,10
154,9,11
154,18,12
155,3,1
155,7,2
155,12,3
155,1,4
155,18,5
155,11,6
155,9,7
155,17,8
155,2,9
155,6,10
155,5,11
155,15,12
156,9,1
156,13,2
156,12,3
156,1,4
156,4,5
156,14,6
156,5,7
156,18,8
156,6,9
156,11,10
156,10,11
156,15,12
157,9,1
157,13,2
157,3,3
157,7,4
157,11,5
157,17,6
157,14,7
157,5,8
157,12,9
157,2,10
157,6,11
157,18,12
158,3,1
158,7,2
158,9,3
158,13,4
158,18,5
158,17,6
158,15,7
158,6,8
158,5,9
158,12,10
158,11,11
158,8,12
159,12,1
159,1,2
159,4,3
159,16,4
159,2,5
159,3,6
159,11,7
159,6,8
159,17,9
159,15,10
159,10,11
159,14,12
160,9,1
160,13,2
160,3,3
160,7,4
160,10,5
160,17,6
160,8,7
160,15,8
160,2,9
160,12,10
160,11,11
160,18,12
161,9,1
161,13,2
161,12,3
161,1,4
161,6,5
161,5,6
161,8,7
161,2,8
161,18,9
161,3,10
161,11,11
161,17,12
162,9,1
162,13,2
162,3,3
162,7,4
162,2,5
162,14,6
162,17,7
162,12,8
162,8,9
162,5,10
162,18,11
162,10,12
163,3,1
163,7,2
163,4,3
163,16,4
163,17,5
163,8,6
163,9,7
163,5,8
163,14,9
163,6,10
163,2,11
163,12,12
164,3,1
164,7,2
164,9,3
164,13,4
164,14,5
164,17,6
164,4,7
164,6,8
164,11,9
164,8,10
164,2,11
164,5,12
165,3,1
165,7,2
165,9,3
165,13,4
165,17,5
165,4,6
165,14,7
165,6,8
165,8,9
165,18,10
165,11,11
165,12,12
166,9,1
166,13,2
166,4,3
166,16,4
166,14,5
166,6,6
166,11,7
166,3,8
166,10,9
166,5,10
166,18,11
166,2,12
167,9,1
167,13,2
167,4,3
167,16,4
167,12,5
167,11,6
167,2,7
167,8,8
167,10,9
167,5,10
167,17,11
167,6,12
168,9,1
168,13,2
168,12,3
168,1,4
168,2,5
168,8,6
168,10,7
168,17,8
168,11,9
168,15,10
168,5,11
168,18,12
169,12,1
169,1,2
169,9,3
169,13,4
169,14,5
169,3,6
169,10,7
169,11,8
169,15,9
169,17,10
169,4,11
169,6,12
170,3,1
170,7,2
170,12,3
170,1,4
170,18,5
170,15,6
170,5,7
170,2,8
170,14,9
170,11,10
170,4,11
170,17,12
171,3,1
171,7,2
171,9,3
171,13,4
171,8,5
171,18,6
171,4,7
171,12,8
171,10,9
171,17,10
171,5,11
171,14,12
172,3,1
172,7,2
172,9,3
172,13,4
172,14,5
172,18,6
172,6,7
172,4,8
172,8,9
172,10,10
172,17,11
172,2,12
173,9,1
173,13,2
173,4,3
173,16,4
173,15,5
173,6,6
173,17,7
173,18,8
173,8,9
173,5,10
173,12,11
173,11,12
174,4,1
174,16,2
174,9,3
174,13,4
174,2,5
174,6,6
174,8,7
174,18,8
174,3,9
174,11,10
174,12,11
174,17,12
175,9,1
175,13,2
175,4,3
175,16,4
175,14,5
175,6,6
175,15,7
175,2,8
175,17,9
175,10,10
175,12,11
175,11,12
176,3,1
176,7,2
176,9,3
176,13,4
176,12,5
176,8,6
176,18,7
176,17,8
176,14,9
176,5,10
176,2,11
176,6,12
177,12,1
177,1,2
177,9,3
177,13,4
177,11,5
177,5,6
177,18,7
177,3,8
177,6,9
177,17,10
177,2,11
177,15,12
178,12,1
178,1,2
178,9,3
178,13,4
178,14,5
178,6,6
178,15,7
178,11,8
178,18,9
178,10,10
178,5,11
178,4,12
179,9,1
179,13,2
179,4,3
179,16,4
179,18,5
179,10,6
179,8,7
179,11,8
179,15,9
179,17,10
179,3,11
179,6,12
180,4,1
180,16,2
180,9,3
180,13,4
180,18,5
180,3,6
180,14,7
180,12,8
180,8,9
180,10,10
180,5,11
180,15,12
181,3,1
181,7,2
181,9,3
181,13,4
181,4,5
181,17,6
181,2,7
181,11,8
181,10,9
181,12,10
181,5,11
181,18,12
182,9,1
182,13,2
182,4,3
182,16,4
182,11,5
182,2,6
182,6,7
182,10,8
182,12,9
182,8,10
182,15,11
182,14,12
183,3,1
183,7,2
183,4,3
183,16,4
183,2,5
183,11,6
183,17,7
183,5,8
183,18,9
183,15,10
183,14,11
183,6,12
184,3,1
184,7,2
184,12,3
184,1,4
184,2,5
184,6,6
184,10,7
184,4,8
184,14,9
184,17,10
184,5,11
184,18,12
185,12,1
185,1,2
185,9,3
185,13,4
185,3,5
185,14,6
185,15,7
185,2,8
185,8,9
185,6,10
185,4,11
185,18,12
186,3,1
186,7,2
186,9,3
186,13,4
186,17,5
186,11,6
186,6,7
186,18,8
186,8,9
186,5,10
186,12,11
186,10,12
187,9,1
187,13,2
187,3,3
187,7,4
187,10,5
187,5,6
187,8,7
187,18,8
187,2,9
187,4,10
187,12,11
187,14,12
188,12,1
188,1,2
188,9,3
188,13,4
188,10,5
188,2,6
188,4,7
188,8,8
188,3,9
188,14,10
188,11,11
188,15,12
189,4,1
189,16,2
189,3,3
189,7,4
189,14,5
189,11,6
189,6,7
189,18,8
189,17,9
189,10,10
189,8,11
189,12,12
190,3,1
190,7,2
190,9,3
190,13,4
190,10,5
190,2,6
190,14,7
190,15,8
190,11,9
190,12,10
190,4,11
190,17,12
191,9,1
191,13,2
191,4,3
191,16,4
191,6,5
191,8,6
191,11,7
191,12,8
191,17,9
191,15,10
191,18,11
191,3,12
192,9,1
192,13,2
192,3,3
192,7,4
192,8,5
192,11,6
192,2,7
192,18,8
192,4,9
192,12,10
192,14,11
192,6,12
193,3,1
193,7,2
193,4,3
193,16,4
193,9,5
193,5,6
193,8,7
193,2,8
193,6,9
193,18,10
193,11,11
193,17,12
194,12,1
194,1,2
194,4,3
194,16,4
194,3,5
194,10,6
194,11,7
194,18,8
194,2,9
194,15,10
194,5,11
194,14,12
195,9,1
195,13,2
195,12,3
195,1,4
195,3,5
195,6,6
195,11,7
195,8,8
195,5,9
195,17,10
195,2,11
195,4,12
196,3,1
196,7,2
196,9,3
196,13,4
196,17,5
196,6,6
196,12,7
196,10,8
196,5,9
196,18,10
196,2,11
196,11,12
197,4,1
197,16,2
197,9,3
197,13,4
197,2,5
197,18,6
197,14,7
197,12,8
197,5,9
197,11,10
197,3,11
197,17,12
198,12,1
198,1,2
198,9,3
198,13,4
198,17,5
198,2,6
198,5,7
198,3,8
198,10,9
198,8,10
198,4,11
198,15,12
199,4,1
199,16,2
199,3,3
199,7,4
199,17,5
199,10,6
199,2,7
199,12,8
199,9,9
199,15,10
199,14,11
199,5,12
200,4,1
200,16,2
200,3,3
200,7,4
200,10,5
200,18,6
200,9,7
200,17,8
200,11,9
200,15,10
200,8,11
200,6,12
201,4,1
201,16,2
201,3,3
201,7,4
201,17,5
201,9,6
201,14,7
201,18,8
201,11,9
201,6,10
201,15,11
201,2,12
202,4,1
202,16,2
202,9,3
